Sample	posterior	likelihood	prior	treeLikelihood.sequences_anotated_aligned	treeHeight.t:sequences_anotated_aligned	treeLength.t:sequences_anotated_aligned	Tree.t:sequences_anotated_aligned.count_adult_to_old	Tree.t:sequences_anotated_aligned.count_adult_to_young	Tree.t:sequences_anotated_aligned.count_old_to_adult	Tree.t:sequences_anotated_aligned.count_old_to_young	Tree.t:sequences_anotated_aligned.count_young_to_adult	Tree.t:sequences_anotated_aligned.count_young_to_old	Tree.t:sequences_anotated_aligned.count_adult	Tree.t:sequences_anotated_aligned.count_old	Tree.t:sequences_anotated_aligned.count_young	rootTypeLogger.t:sequences_anotated_aligned	R0.t:sequences_anotated_aligned.1	R0.t:sequences_anotated_aligned.2	R0.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.1	samplingProportion.t:sequences_anotated_aligned.2	samplingProportion.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.4	samplingProportion.t:sequences_anotated_aligned.5	samplingProportion.t:sequences_anotated_aligned.6	becomeUninfectiousRate.t:sequences_anotated_aligned.1	becomeUninfectiousRate.t:sequences_anotated_aligned.2	becomeUninfectiousRate.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.1	rateMatrix.t:sequences_anotated_aligned.2	rateMatrix.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.4	rateMatrix.t:sequences_anotated_aligned.5	rateMatrix.t:sequences_anotated_aligned.6	geo-frequencies.t:sequences_anotated_aligned.1	geo-frequencies.t:sequences_anotated_aligned.2	geo-frequencies.t:sequences_anotated_aligned.3	clockRate.c:sequences_anotated_aligned	kappa.s:sequences_anotated_aligned	proportionInvariant.s:sequences_anotated_aligned	gammaShape.s:sequences_anotated_aligned	freqParameter.s:sequences_anotated_aligned.1	freqParameter.s:sequences_anotated_aligned.2	freqParameter.s:sequences_anotated_aligned.3	freqParameter.s:sequences_anotated_aligned.4
0	-74208.53733733446	-73428.42584654943	-780.1114907850297	-73428.42584654943	7.211096298884397	39.839842172652304	10	21	12	9	12	20	95	56	49	2	2.0	2.0	2.0	0.0	0.01	0.0	0.01	0.0	1.0	1.0	1.0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.34	0.33	0.33	0.0098	2.0	0.86	1.0	0.25	0.25	0.25	0.25
1000000	-48801.82260018638	-48857.595217715374	55.77261752899161	-48857.595217715374	3.7528085599826952	160.97035675603416	70	110	81	36	121	31	123	31	46	0	1.0723383577783543	0.9977880139038577	1.0160023473381656	0.0	0.002557452979785338	0.0	1.8922770881277178E-4	0.0	0.0012792346032024214	100.73077474867674	100.73077474867674	100.73077474867674	5.681413274364919	3.6219994565758835	0.21530112154472267	0.14241662357085494	2.4375583629526685	3.5651902781580485	0.34	0.33	0.33	1.7095512350423107E-4	4.965573888887969	0.6445096565315096	0.5962761751644206	0.2903975183397413	0.18304565997781963	0.19549086388009435	0.33106595780234477
2000000	-48482.012588604855	-48869.23792821491	387.22533961005433	-48869.23792821491	2.848360335380928	94.02510198689048	78	0	98	0	31	9	152	36	12	0	1.038228700293255	1.0012909682205555	0.7606544397168871	0.0	6.269974011969524E-4	0.0	6.84708201894092E-5	0.0	0.04875822640855468	239.01947226142062	239.01947226142062	239.01947226142062	8.94489096909304	0.466757823525863	0.3598521692789355	0.03066097487883303	0.05916459670767225	0.5801559152558214	0.34	0.33	0.33	2.8835389500666956E-4	6.039928395634979	0.6889519751567749	0.5258122311188191	0.29796073651319804	0.18188697649122648	0.1883013195020933	0.33185096749348214
3000000	-48408.44907053889	-48864.4232482906	455.97417775170885	-48864.4232482906	2.2526214698253795	77.32442219610314	80	0	105	0	38	2	164	24	12	0	1.0336198314647846	0.9963495211277051	0.6938912353270507	0.0	9.908671945919815E-4	0.0	2.696040952150177E-4	0.0	0.0357501629285042	185.4353936689775	185.4353936689775	185.4353936689775	5.947141981276466	0.9495304937293692	0.8887243672194909	0.007858187961175144	1.035966748756986	0.6337437788539054	0.34	0.33	0.33	3.5360906326447315E-4	5.329651927987552	0.6880324967425131	0.7820375557381807	0.29663888227367596	0.17842011796889434	0.19517641187586007	0.32976458788156954
4000000	-48500.47949533699	-48859.65853342705	359.17903809005566	-48859.65853342705	1.974620051536455	71.31641547165795	36	2	65	3	32	12	160	27	13	0	1.0426062936941158	0.9916814937853624	0.7958338232529485	0.0	0.0025784113230627997	0.0	0.0011719267803988076	0.0	0.03360497908769681	107.16239489010802	107.16239489010802	107.16239489010802	3.3285514194963124	0.6148677792114454	0.4528865688878171	0.28615730370256237	1.6848005654087657	1.4581643514137546	0.34	0.33	0.33	3.873382432018648E-4	4.962199466236556	0.7693889310717936	3.171761643733726	0.29372868974801797	0.1820081646599287	0.19431770453118377	0.32994544106086976
5000000	-48343.804605017605	-48855.75641573966	511.9518107220604	-48855.75641573966	1.7245957562205132	62.56914293138105	62	0	89	0	29	12	157	32	11	0	1.1103308856110743	1.005003796521606	0.5111401056521933	0.0	0.00358423178187146	0.0	2.954196211347564E-4	0.0	0.09155925738557956	130.30078084760993	130.30078084760993	130.30078084760993	11.859916200122782	0.9668476569801919	0.34127914092047434	0.1373356530376294	1.1854457030299599	0.057526581838823816	0.34	0.33	0.33	4.433485676255792E-4	5.472825946618538	0.796486837267334	2.8072340473674524	0.2932400934420532	0.18185411964587844	0.1933148120761827	0.3315909748358857
6000000	-48247.44960295012	-48870.44759976299	622.997996812879	-48870.44759976299	1.7321093391601488	56.53781831752025	90	2	113	0	32	10	155	34	11	2	1.0732037828855032	0.9981963797374513	0.7101188680723378	0.0	0.0023454072033149568	0.0	2.2181076165644258E-4	0.0	0.05167499535322275	180.4114413780814	180.4114413780814	180.4114413780814	14.438722169170397	1.0505582709175811	0.8287650003026058	0.12063718245606556	0.6203340357065349	0.09913853531973407	0.34	0.33	0.33	4.8340686651581827E-4	5.327108370543452	0.7428733149550557	1.481579285744362	0.29962824404460137	0.17947273941023176	0.19231608051292814	0.32858293603223876
7000000	-48279.522878569194	-48871.66057308428	592.1376945150865	-48871.66057308428	1.7440027093505028	49.39740333808581	78	1	92	1	21	20	135	52	13	0	1.0493187672974846	1.0065894397402535	0.6827090756538148	0.0	0.0032377866073848576	0.0	8.331767650633099E-4	0.0	0.1232422433021893	130.68358572540788	130.68358572540788	130.68358572540788	6.537080023334742	0.5225874654346607	1.555358153102543	0.2045964319827756	4.706166454103051	0.3280527029118331	0.34	0.33	0.33	5.46560454834697E-4	5.268348713607768	0.5960198737666512	0.32186309696818877	0.2935276105292589	0.18320031511900073	0.1894947000458995	0.3337773743058409
8000000	-48293.06156431567	-48858.639907689285	565.5783433736174	-48858.639907689285	1.4719798339290828	55.65747428969159	79	0	68	0	16	24	106	82	12	0	1.0374457106720583	1.0181877438678213	0.4865337399288176	0.0	0.006332426703679345	0.0	3.116075003881451E-4	0.0	0.11847887718374343	142.48991983748917	142.48991983748917	142.48991983748917	6.998856583848434	1.0671458129809328	1.0205560063114207	0.1604665991425745	0.26333991367757553	1.4836712517957473	0.34	0.33	0.33	4.798192341329137E-4	4.976096697825198	0.6981973897599679	0.8412405728616144	0.29530865306752646	0.18125613794159134	0.19386450842663724	0.32957070056424476
9000000	-48161.96950802995	-48865.67752518454	703.70801715459	-48865.67752518454	1.4588347385890013	49.10304099510152	89	0	19	0	24	18	56	134	10	1	1.001959687215043	1.009253861201069	0.7899609191635173	0.0	0.005201093690438815	0.0	5.4091562101591185E-5	0.0	0.052070005826510106	349.7211547362378	349.7211547362378	349.7211547362378	4.240582300777826	2.6803776312572336	0.7201667070051025	0.06335147295829542	0.8584566739059323	0.37034062718342653	0.34	0.33	0.33	5.196957117771814E-4	4.799344283180993	0.6386643054191666	0.431519152426257	0.2934395471087411	0.18331490210389761	0.1921245084135134	0.3311210423738483
