Sample	posterior	likelihood	prior	treeLikelihood.sequences_anotated_aligned	treeHeight.t:sequences_anotated_aligned	treeLength.t:sequences_anotated_aligned	Tree.t:sequences_anotated_aligned.count_adult_to_old	Tree.t:sequences_anotated_aligned.count_adult_to_young	Tree.t:sequences_anotated_aligned.count_old_to_adult	Tree.t:sequences_anotated_aligned.count_old_to_young	Tree.t:sequences_anotated_aligned.count_young_to_adult	Tree.t:sequences_anotated_aligned.count_young_to_old	Tree.t:sequences_anotated_aligned.count_adult	Tree.t:sequences_anotated_aligned.count_old	Tree.t:sequences_anotated_aligned.count_young	rootTypeLogger.t:sequences_anotated_aligned	R0.t:sequences_anotated_aligned.1	R0.t:sequences_anotated_aligned.2	R0.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.1	samplingProportion.t:sequences_anotated_aligned.2	samplingProportion.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.4	samplingProportion.t:sequences_anotated_aligned.5	samplingProportion.t:sequences_anotated_aligned.6	becomeUninfectiousRate.t:sequences_anotated_aligned.1	becomeUninfectiousRate.t:sequences_anotated_aligned.2	becomeUninfectiousRate.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.1	rateMatrix.t:sequences_anotated_aligned.2	rateMatrix.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.4	rateMatrix.t:sequences_anotated_aligned.5	rateMatrix.t:sequences_anotated_aligned.6	geo-frequencies.t:sequences_anotated_aligned.1	geo-frequencies.t:sequences_anotated_aligned.2	geo-frequencies.t:sequences_anotated_aligned.3	clockRate.c:sequences_anotated_aligned	kappa.s:sequences_anotated_aligned	proportionInvariant.s:sequences_anotated_aligned	gammaShape.s:sequences_anotated_aligned	freqParameter.s:sequences_anotated_aligned.1	freqParameter.s:sequences_anotated_aligned.2	freqParameter.s:sequences_anotated_aligned.3	freqParameter.s:sequences_anotated_aligned.4
0	-73359.42362890248	-72651.52076366736	-707.9028652351208	-72651.52076366736	2.147149938457132	30.371736755172307	14	4	9	10	13	7	105	49	46	0	2.0	2.0	2.0	0.0	0.01	0.0	0.01	0.0	1.0	1.0	1.0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.34	0.33	0.33	0.0098	2.0	0.86	1.0	0.25	0.25	0.25	0.25
1000000	-48313.02732640697	-48853.718453592955	540.691127185985	-48853.718453592955	1.9201869579866915	68.53985305063928	108	4	116	1	32	15	137	53	10	0	1.0574853259818289	0.9945165227998493	0.8174798764871603	0.0	0.0019341644112820034	0.0	2.585963806245111E-4	0.0	0.022140061764536062	185.88400020802536	185.88400020802536	185.88400020802536	11.382750986459282	1.8317268898898837	0.8430310735444633	0.13130955840510766	1.506126959967533	1.6678422751152966	0.34	0.33	0.33	3.936340145960455E-4	5.083984190264719	0.6156434796951905	0.6897554714040018	0.2944671350790678	0.1828228194512737	0.19370363892718528	0.3290064065424728
2000000	-48336.75765744771	-48846.421202921054	509.66354547333685	-48846.421202921054	1.7065149215552826	59.60286356976192	61	0	84	0	27	16	151	40	9	0	1.0683534768814695	0.9961338590208941	0.6068810291684923	0.0	0.0022831919156944018	0.0	3.136745136424898E-4	0.0	0.04640843109572277	163.88088487004313	163.88088487004313	163.88088487004313	9.867960783787032	0.9636163341908068	0.5359990260218569	0.18953614311379857	0.575844866673328	0.8090016132913964	0.34	0.33	0.33	4.403859799864152E-4	4.876776035603026	0.6704315937822249	0.40821220964807753	0.2961165850336812	0.18508107668362142	0.19293577273002815	0.325866565552669
3000000	-48166.43458903669	-48854.77642619491	688.3418371582246	-48854.77642619491	1.1367708033525181	40.09117927466018	84	2	99	0	36	6	151	37	12	1	1.1009374683158608	0.998203735896808	0.8321018236698678	0.0	0.004980589205947976	0.0	7.006020298024937E-4	0.0	0.07453397046122326	143.13744900642877	143.13744900642877	143.13744900642877	13.40023231134323	1.2836799072870422	1.2794575355156061	0.09659760048570398	1.9628840631950304	1.1952058572903212	0.34	0.33	0.33	7.198983913307976E-4	5.4145685543922495	0.6825263399072258	0.4918672060899924	0.2962549587301566	0.18201494477047403	0.19178206484757016	0.3299480316517992
4000000	-48056.51868855632	-48863.80840071896	807.2897121626398	-48863.80840071896	1.0757807929621848	36.526436897288484	94	1	21	0	30	13	58	132	10	1	0.9617751330335257	1.0197024687606515	0.45441931226997795	0.0	0.01323293744801501	0.0	2.93242988836822E-4	0.0	0.1626224142312303	215.07924017710607	215.07924017710607	215.07924017710607	9.510428795007389	3.118416824139561	1.103848069058547	0.05493803515277592	1.173911552099121	1.0521021167313385	0.34	0.33	0.33	7.499963870801715E-4	5.052839084271522	0.6876720078274646	0.5957269544649655	0.29437854181180406	0.18370803421608736	0.1921759863164264	0.32973743765568225
5000000	-47932.78618006073	-48855.006966603694	922.2207865429658	-48855.006966603694	1.1456115869899755	36.3173540419682	85	0	4	0	25	15	46	142	12	1	0.8436295730028484	1.01326227952114	0.4667904851183478	0.0	0.02405239787180629	0.0	1.0024886901690002E-4	0.0	0.12310467071475134	353.82257905295546	353.82257905295546	353.82257905295546	3.6803738680891493	6.3825738507665895	0.6996958759131501	0.0878571849089705	1.3402907917331255	0.6552236160498295	0.34	0.33	0.33	7.996873635498589E-4	5.71070715046587	0.7785316999529067	3.580205496265953	0.29534763313791496	0.18138868109873904	0.19348271867269742	0.3297809670906487
6000000	-47816.06702288464	-48852.575485296824	1036.5084624121791	-48852.575485296824	0.9978528604840465	36.110804196190244	86	0	1	0	26	16	43	147	10	1	0.8662691175647157	1.0051456291818968	0.4488704962228817	0.0	0.015367009175924269	0.0	4.4877179311324826E-5	0.0	0.26963891361802783	593.033462195706	593.033462195706	593.033462195706	0.6405246212853859	4.994868973576358	0.5789536279306814	0.024631425893203093	1.324703839308494	0.9495852021912891	0.34	0.33	0.33	7.355787195430211E-4	5.563947827333446	0.7827522493576601	0.7210035113318987	0.28763693309763083	0.18463848458900672	0.1933077400049381	0.3344168423084243
7000000	-47865.43965316524	-48861.522642320124	996.0829891548833	-48861.522642320124	0.8157370239201278	30.010203197895695	79	0	0	0	23	19	46	144	10	1	0.8732866278066611	1.009889381668579	0.4346136396705724	0.0	0.012239493505444735	0.0	7.437338915621286E-5	0.0	0.1728365063447098	513.3345855562351	513.3345855562351	513.3345855562351	1.173489604895175	5.545316046795032	0.8223886392621906	0.07725213940412227	0.7522718810301663	0.48134427138865904	0.34	0.33	0.33	9.058751065776371E-4	5.035633886206373	0.6841166352056639	0.5855730030465178	0.2950178667951118	0.1801781526925156	0.19447649273940945	0.3303274877729632
8000000	-47845.55477645941	-48874.504940112616	1028.9501636532063	-48874.504940112616	0.7833694546904949	29.581184420988755	81	0	0	0	25	19	46	146	8	1	0.939646074715262	1.0063310806489532	0.4216707724762971	0.0	0.002758664512104953	0.0	1.4647334137021454E-5	0.0	0.10232950106213325	1106.3815295161385	1106.3815295161385	1106.3815295161385	0.6331385389162842	4.684086714561469	0.7093166093391704	0.026123896686863695	1.428030838136794	0.19445942491224685	0.34	0.33	0.33	8.948506565919768E-4	4.803319478949944	0.5139794364525688	0.29038500456099825	0.2993279883380383	0.1815428346149173	0.19361197546028774	0.32551720158675673
9000000	-47854.72186565399	-48875.42713874404	1020.7052730900471	-48875.42713874404	1.0277247649060195	28.573576642061262	80	0	0	0	26	18	48	144	8	1	0.8786351289555019	1.0104701819739206	0.2359852683207817	0.0	0.018373759830300408	0.0	1.666404222679429E-4	0.0	0.3455193695878038	385.9447296556319	385.9447296556319	385.9447296556319	0.24627101624610045	4.220882712635217	0.7902584932132029	0.03550237814078022	0.44477634359939777	0.20336488388319193	0.34	0.33	0.33	9.039101440488398E-4	5.0081975161023635	0.6586444329948448	0.40073276628027693	0.29160480276059253	0.179631823190711	0.1956214014888209	0.3331419725598755
10000000	-47930.857084572846	-48876.43647065932	945.5793860864712	-48876.43647065932	0.795020916903614	26.400793194270932	84	0	0	0	29	12	47	142	11	1	0.8985942528168958	1.0192076473861444	0.6862798523334794	0.0	0.019311379357852876	0.0	1.5821942342235672E-4	0.0	0.07241837182612328	274.9535789429131	274.9535789429131	274.9535789429131	0.19303316714118643	5.920567777108975	0.9835337503952062	0.12352818395647557	0.24036626230178845	0.941152347567196	0.34	0.33	0.33	9.628478332105624E-4	5.324594017886223	0.7518433075179637	1.3852164437387142	0.2966103754339541	0.17932496155422303	0.1930181343401182	0.33104652867170475
11000000	-47809.51215405368	-48855.65901523391	1046.1468611802354	-48855.65901523391	0.5731119750939034	23.416581755602508	79	0	0	0	25	17	48	142	10	1	0.9624443501579679	1.0088774908363842	0.633406419633233	0.0	0.00652366994697584	0.0	4.464979054189491E-5	0.0	0.08839748150522549	738.2066117663621	738.2066117663621	738.2066117663621	0.44256483839658056	8.800570700692983	0.6523733217747375	0.06697553968571693	0.2214684452358966	0.32884155159726614	0.34	0.33	0.33	0.0011526571952763579	4.519986258641937	0.7400676047895751	1.4167248114792501	0.2952904265877339	0.1807403771536912	0.1922582488647654	0.33171094739380985
12000000	-47829.822574809135	-48856.019621680105	1026.197046870971	-48856.019621680105	0.7059604563453146	26.426181096063317	83	1	0	0	27	17	45	146	9	1	0.8590089848688551	1.0151181544284724	0.5040605389251979	0.0	0.024479498377081098	0.0	1.3588581728103254E-4	0.0	0.2813813012798683	385.6638609750902	385.6638609750902	385.6638609750902	0.19953423702338743	4.061173110257622	0.7872340608171157	0.07246968784757221	0.1498813896278985	0.6821939306354685	0.34	0.33	0.33	9.920239660203686E-4	4.938510625540647	0.6377403497866055	0.3761465803359658	0.2973502629658205	0.18646031755863104	0.18855526719154686	0.3276341522840023
13000000	-47798.83124069518	-48852.77539582164	1053.9441551264604	-48852.77539582164	0.7711091404016636	27.614043341764603	82	0	0	0	28	15	48	143	9	1	0.9435901249433319	1.0089427746085673	0.4302127000076621	0.0	0.006936162210779709	0.0	4.026878128768648E-5	0.0	0.18927980218951063	667.253901036331	667.253901036331	667.253901036331	0.02267532341872888	3.9497872205680093	0.6616430861235297	0.030457649766140855	0.34338787277650995	0.9744233545656104	0.34	0.33	0.33	0.0010093603767469426	4.962896072027283	0.35831591613372016	0.07038877571863171	0.29409557420034943	0.18332228213261678	0.191174647113152	0.3314074965538821
14000000	-47879.39325394153	-48874.21490421201	994.8216502704779	-48874.21490421201	0.7266076153911172	25.91349170319705	79	0	0	0	16	23	39	148	13	1	0.8827143344701458	1.0136527048933828	0.8122817858224343	0.0	0.014772587504180952	0.0	6.271227636983615E-5	0.0	0.17642239517221509	522.4273231646013	522.4273231646013	522.4273231646013	0.12681813613780513	2.931310015238971	0.6567068243831341	0.02394519538386867	1.2803346741240045	0.8397924763811184	0.34	0.33	0.33	0.0010754213600277748	4.725379571255658	0.7170317951752521	1.0405966514304201	0.2970758748740923	0.18048594629603704	0.19172971395325644	0.3307084648766144
15000000	-47865.83573248053	-48869.80669502433	1003.9709625437962	-48869.80669502433	0.8089329065488917	26.711662958715987	74	1	0	0	21	22	48	142	10	1	0.9223249853266828	1.0089472192047666	0.5780598141567515	0.0	0.009536754838139547	0.0	4.033767005500804E-5	0.0	0.123050605952849	610.0123518919315	610.0123518919315	610.0123518919315	0.024041057064709638	5.179149176680731	0.49150487749916394	0.0661054379727084	2.1080279685115073	0.7429810180068475	0.34	0.33	0.33	9.933500976153375E-4	4.768341872954858	0.7106046619702545	0.9098942062228187	0.29345160768231726	0.17942995304562528	0.19825580716920066	0.32886263210285693
16000000	-47891.57140126859	-48876.37667502313	984.8052737545386	-48876.37667502313	0.7726249977802251	26.67903403242537	78	0	0	0	21	22	45	146	9	1	0.948729246937869	1.0082065419574948	0.6451336374443178	0.0	0.0048224378552662725	0.0	3.660966155774538E-5	0.0	0.04705300551059074	712.7428099469176	712.7428099469176	712.7428099469176	0.09824428595573016	5.110960468827599	0.8441783446878862	0.14529321586620222	3.7490666971062425	1.118894602835378	0.34	0.33	0.33	9.81897480266351E-4	5.166575766520556	0.38624029464493964	0.0854588187366991	0.29357246618269806	0.18151710726960804	0.19170124383748885	0.3332091827102053
