Sample	posterior	likelihood	prior	treeLikelihood.sequences_anotated_aligned	treeHeight.t:sequences_anotated_aligned	treeLength.t:sequences_anotated_aligned	Tree.t:sequences_anotated_aligned.count_adult_to_old	Tree.t:sequences_anotated_aligned.count_adult_to_young	Tree.t:sequences_anotated_aligned.count_old_to_adult	Tree.t:sequences_anotated_aligned.count_old_to_young	Tree.t:sequences_anotated_aligned.count_young_to_adult	Tree.t:sequences_anotated_aligned.count_young_to_old	Tree.t:sequences_anotated_aligned.count_adult	Tree.t:sequences_anotated_aligned.count_old	Tree.t:sequences_anotated_aligned.count_young	rootTypeLogger.t:sequences_anotated_aligned	R0.t:sequences_anotated_aligned.1	R0.t:sequences_anotated_aligned.2	R0.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.1	samplingProportion.t:sequences_anotated_aligned.2	samplingProportion.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.4	samplingProportion.t:sequences_anotated_aligned.5	samplingProportion.t:sequences_anotated_aligned.6	becomeUninfectiousRate.t:sequences_anotated_aligned.1	becomeUninfectiousRate.t:sequences_anotated_aligned.2	becomeUninfectiousRate.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.1	rateMatrix.t:sequences_anotated_aligned.2	rateMatrix.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.4	rateMatrix.t:sequences_anotated_aligned.5	rateMatrix.t:sequences_anotated_aligned.6	geo-frequencies.t:sequences_anotated_aligned.1	geo-frequencies.t:sequences_anotated_aligned.2	geo-frequencies.t:sequences_anotated_aligned.3	clockRate.c:sequences_anotated_aligned	kappa.s:sequences_anotated_aligned	proportionInvariant.s:sequences_anotated_aligned	gammaShape.s:sequences_anotated_aligned	freqParameter.s:sequences_anotated_aligned.1	freqParameter.s:sequences_anotated_aligned.2	freqParameter.s:sequences_anotated_aligned.3	freqParameter.s:sequences_anotated_aligned.4
0	-72227.88473285681	-71497.69953683103	-730.1851960257799	-71497.69953683103	5.036897080717359	40.99141485706275	10	10	8	13	12	11	101	47	52	0	2.0	2.0	2.0	0.0	0.01	0.0	0.01	0.0	1.0	1.0	1.0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.34	0.33	0.33	0.0098	2.0	0.86	1.0	0.25	0.25	0.25	0.25
1000000	-48646.95170028723	-48855.000794520674	208.04909423344273	-48855.000794520674	5.76468116884322	176.309257922717	90	53	17	133	40	81	16	68	116	2	0.8603621225071694	0.9999563120159438	1.1157637003671754	0.0	0.005777355749779672	0.0	1.4300537525875097E-4	0.0	0.0020446250452749314	129.77961358306842	129.77961358306842	129.77961358306842	1.6789102130688294	1.434984657354573	0.7825067429749446	0.15167510984064958	5.222440017953152	12.081655108685414	0.34	0.33	0.33	1.6427269510383753E-4	5.576179504593571	0.6327691645398154	0.420582477584734	0.2930588002420208	0.18097937938234063	0.19838216288851906	0.3275796574871192
2000000	-48675.897672392464	-48867.65357347447	191.75590108200296	-48867.65357347447	5.586877307587049	196.6275712251899	60	50	4	139	23	81	19	44	137	1	0.6746965578433033	0.998187331792512	1.1143032541887705	0.0	0.03393026449940035	0.0	1.3437666510940038E-4	0.0	0.0012935362843580103	93.59780931217747	93.59780931217747	93.59780931217747	3.523227832255329	4.628483562095587	0.22154207682177152	0.15443767962791893	1.3468387446379422	10.218059245523428	0.34	0.33	0.33	1.336465173936673E-4	5.490433172543853	0.6934941057153411	0.5475840640661627	0.29640957314577054	0.1826968503662336	0.19116633710847836	0.329727239379517
3000000	-48675.95803357319	-48858.723382241675	182.7653486684902	-48858.723382241675	6.527913300495996	198.3077202130177	50	52	0	109	15	58	15	46	139	2	0.7368551962120459	1.0006838040362618	1.0870401220367303	0.0	0.025622601940213343	0.0	1.2202161243407182E-4	0.0	0.0020445145163265174	106.5841379130269	106.5841379130269	106.5841379130269	0.11177630666532175	1.6352639508236289	0.1478382862586965	0.075435748990767	2.28403483543997	7.313700042903079	0.34	0.33	0.33	1.421876527552785E-4	4.819079823349261	0.7230887605652482	1.3926282530744083	0.29460387446743963	0.18310276712161336	0.19036827301327866	0.3319250853976681
4000000	-48672.50061671122	-48883.37417982573	210.87356311450844	-48883.37417982573	6.07283532083855	189.03777635400832	57	52	1	111	18	51	12	42	146	1	0.6063270371065728	1.0022567700918876	1.0563969931055204	0.0	0.03594057700998332	0.0	1.4789143052232792E-4	0.0	0.001168916977212054	100.60238247730409	100.60238247730409	100.60238247730409	0.18484497531589103	3.0022752787053855	0.16494396389514454	0.12171255588417501	1.182080694982091	4.7454540797810285	0.34	0.33	0.33	1.488257103761715E-4	5.020528086309575	0.8492796491291635	4.1650176064658595	0.2947207099968502	0.17942620112599372	0.19364128413060808	0.3322118047465479
5000000	-48542.8380466381	-48877.84696330523	335.0089166671311	-48877.84696330523	6.054593894019829	176.90094392483874	54	29	0	98	3	50	22	52	126	1	0.6578773245669519	0.9991614720392354	1.0765126161903498	0.0	0.14154929045234688	0.0	1.2137783415250171E-4	0.0	0.0016615066635228886	122.9392088487365	122.9392088487365	122.9392088487365	0.6278775855634341	0.7916298910371298	0.0571175191560138	0.08186836656450196	0.3728888533244299	9.369358463878864	0.34	0.33	0.33	1.6287867307982013E-4	4.458928896030879	0.6617531002670032	0.4322861111170985	0.2938178303639869	0.1802020091349406	0.19057119793540345	0.3354089625656688
6000000	-48545.3360686626	-48865.134629233515	319.7985605709168	-48865.134629233515	4.583782403024726	164.0434591545482	64	21	0	116	3	50	20	45	135	2	0.615658170396108	1.0009326269170258	1.0850758662864064	0.0	0.15975625393225462	0.0	2.923010327569402E-4	0.0	0.002298678206964257	90.43405647771641	90.43405647771641	90.43405647771641	0.4717389150944299	0.7788704711945005	0.12044709932549182	0.12054613059138848	0.23159161875431233	8.093093982396178	0.34	0.33	0.33	1.6492485813833892E-4	5.778788401761013	0.6784825921605919	0.9853580657205154	0.2985087487177365	0.1806771379593792	0.18888611311290435	0.3319280002099795
7000000	-48523.92727023245	-48861.90148546905	337.97421523659415	-48861.90148546905	4.537860554830568	155.31155798332856	46	43	0	103	3	43	16	33	151	2	0.5171193082029321	0.9983395922534242	1.046999882788657	0.0	0.14775722425562776	0.0	2.2245246382640276E-4	0.0	0.0013139779962604318	114.39303269895404	114.39303269895404	114.39303269895404	1.0105526378101857	8.800168405403909	0.10205631111680923	0.12402686619828512	0.45333852416916337	4.935847909293294	0.34	0.33	0.33	1.7703316737938205E-4	5.566155115136051	0.6424167693561417	0.47216734670402494	0.2900182150218999	0.18340896309481516	0.19370726928137355	0.33286555260191136
8000000	-48445.74666140325	-48854.342828334266	408.5961669310122	-48854.342828334266	4.397216757056629	151.5114759037687	35	52	0	91	0	48	15	39	146	2	0.45295643849248424	0.9998585503730013	1.0329004649274078	0.0	0.1284845312131882	0.0	7.705648797887931E-5	0.0	4.8487052639406607E-4	178.68298445408496	178.68298445408496	178.68298445408496	0.6908655740561616	0.564818916255081	0.03728897029012798	0.10948206046544892	0.47212726736446353	5.240758056628223	0.34	0.33	0.33	1.856021373532401E-4	5.329965353203806	0.7679826424459485	1.4147173484551676	0.2930647156917814	0.18291198794894387	0.19152843801707903	0.3324948583421959
9000000	-48418.89765714101	-48891.669004025236	472.7713468842248	-48891.669004025236	4.521288745653354	118.86655802969506	46	32	0	92	2	40	26	40	134	1	0.6649307260920557	0.99766297559984	1.0480770982347902	0.0	0.1111932927239815	0.0	1.3634934413931196E-4	0.0	7.589648298708696E-4	161.45750893763895	161.45750893763895	161.45750893763895	0.1671007850556422	0.9250420067380493	0.11886259652714323	0.16034534476964196	0.3606372124229401	7.426006161165393	0.34	0.33	0.33	2.190910175165408E-4	4.910333474227113	0.7783468239707408	1.0713091168850843	0.29392533453452163	0.1853588414732377	0.18831714816577264	0.33239867582646837
