Sample	posterior	likelihood	prior	treeLikelihood.sequences_anotated_aligned	treeHeight.t:sequences_anotated_aligned	treeLength.t:sequences_anotated_aligned	Tree.t:sequences_anotated_aligned.count_adult_to_old	Tree.t:sequences_anotated_aligned.count_adult_to_young	Tree.t:sequences_anotated_aligned.count_old_to_adult	Tree.t:sequences_anotated_aligned.count_old_to_young	Tree.t:sequences_anotated_aligned.count_young_to_adult	Tree.t:sequences_anotated_aligned.count_young_to_old	Tree.t:sequences_anotated_aligned.count_adult	Tree.t:sequences_anotated_aligned.count_old	Tree.t:sequences_anotated_aligned.count_young	rootTypeLogger.t:sequences_anotated_aligned	R0.t:sequences_anotated_aligned.1	R0.t:sequences_anotated_aligned.2	R0.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.1	samplingProportion.t:sequences_anotated_aligned.2	samplingProportion.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.4	samplingProportion.t:sequences_anotated_aligned.5	samplingProportion.t:sequences_anotated_aligned.6	becomeUninfectiousRate.t:sequences_anotated_aligned.1	becomeUninfectiousRate.t:sequences_anotated_aligned.2	becomeUninfectiousRate.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.1	rateMatrix.t:sequences_anotated_aligned.2	rateMatrix.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.4	rateMatrix.t:sequences_anotated_aligned.5	rateMatrix.t:sequences_anotated_aligned.6	geo-frequencies.t:sequences_anotated_aligned.1	geo-frequencies.t:sequences_anotated_aligned.2	geo-frequencies.t:sequences_anotated_aligned.3	clockRate.c:sequences_anotated_aligned	kappa.s:sequences_anotated_aligned	proportionInvariant.s:sequences_anotated_aligned	gammaShape.s:sequences_anotated_aligned	freqParameter.s:sequences_anotated_aligned.1	freqParameter.s:sequences_anotated_aligned.2	freqParameter.s:sequences_anotated_aligned.3	freqParameter.s:sequences_anotated_aligned.4
0	-74390.42240457375	-73569.37953853134	-821.0428660424074	-73569.37953853134	9.12861878279668	45.648299545864816	11	19	16	17	21	15	109	39	52	1	2.0	2.0	2.0	0.0	0.01	0.0	0.01	0.0	1.0	1.0	1.0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.34	0.33	0.33	0.0098	2.0	0.86	1.0	0.25	0.25	0.25	0.25
1000000	-48565.500920910075	-48860.61985126114	295.1189303510631	-48860.61985126114	2.658614355676872	104.37255346960762	94	0	128	3	27	16	162	26	12	0	1.0516475921691513	0.9904338962747867	0.8221919645384679	0.0	0.00227754645890688	0.0	5.866998991872171E-4	0.0	0.0281366616100716	110.8536098565742	110.8536098565742	110.8536098565742	5.561652249474653	0.6990148840298487	0.9132905179224707	0.22858356174173416	0.1330780279705406	2.2613384378599224	0.34	0.33	0.33	2.586141119929518E-4	5.684729563181406	0.7076599559954219	0.4236325613905604	0.295367744426564	0.18220357381819363	0.19090774512057548	0.33152093663466653
2000000	-48303.73993621283	-48870.72278759949	566.9828513866605	-48870.72278759949	2.2656500613158657	80.40835618045024	107	0	51	1	20	24	66	125	9	1	1.0147337449859313	1.0055979401429005	0.7023392759638101	0.0	0.004807368221497318	0.0	1.02218164378521E-4	0.0	0.048038992254308736	232.78179591039955	232.78179591039955	232.78179591039955	9.839882719321974	2.0587050608628434	0.6823692778638878	0.09215776891788462	1.2869955098857189	4.507248679410594	0.34	0.33	0.33	3.435688359613752E-4	5.011072396567261	0.7038672915691243	0.8997107065533336	0.29017698070766296	0.18006071081541333	0.19341500691906532	0.3363473015578586
3000000	-48136.0453560878	-48865.108548232485	729.0631921446806	-48865.108548232485	2.022950278095269	75.87803697600238	76	2	2	0	12	30	38	150	12	1	0.882325732077305	1.005115577965317	0.8239434436013698	0.0	0.01936922467802696	0.0	2.324723971256981E-5	0.0	0.018012721627789642	421.53583529790694	421.53583529790694	421.53583529790694	2.2817162717862485	6.085059897033338	0.17693562095901966	0.09267069549026369	1.5208412327014378	0.6180753788573997	0.34	0.33	0.33	3.428504435641182E-4	5.337956619847906	0.7897523438793352	1.7969850358962913	0.29503202430137104	0.17877584198899538	0.19610911633948738	0.3300830173701465
4000000	-48161.11802890919	-48843.97893597965	682.8609070704587	-48843.97893597965	1.969809592051049	64.1278411471031	84	0	5	0	27	17	50	142	8	1	0.9456997049714334	1.0104100158005813	0.42077831554774814	0.0	0.008337546555775453	0.0	1.1428569659128945E-4	0.0	0.05793197245196835	257.10380792446233	257.10380792446233	257.10380792446233	2.3265325267487094	4.918044555295026	0.6795315197581346	0.1401851917669059	0.3527182213387443	0.691335699819692	0.34	0.33	0.33	4.239506236995567E-4	5.45400141827748	0.6493147593470272	0.8732245335468418	0.29238988197518034	0.18143257633276605	0.19626038573102636	0.3299171559610276
5000000	-48033.0726614282	-48852.38102274279	819.3083613145843	-48852.38102274279	1.6734403889407214	56.0711161581761	83	0	1	0	23	22	43	150	7	1	0.9028559568463418	1.0074030637370381	0.5907063221390702	0.0	0.011815311802025448	0.0	4.782918586508101E-5	0.0	0.0700479441107065	418.9912208500652	418.9912208500652	418.9912208500652	0.2618163902085608	6.894285601889601	0.4013037872865207	0.04588074665712001	0.36653202608719515	0.4121722943626363	0.34	0.33	0.33	4.959739072027693E-4	4.434719992232928	0.7335387491755796	1.0624630775607369	0.2953899148126	0.1815447106872556	0.19271378445851972	0.33035159004162495
6000000	-48043.49036629339	-48853.395589250205	809.905222956818	-48853.395589250205	1.3748274678702874	47.99689291546606	82	0	2	0	26	17	48	143	9	1	0.9227408368053737	1.0087948690871573	0.6848167388928068	0.0	0.005316352402301932	0.0	4.109389357814946E-5	0.0	0.06471608502706584	469.22475035237676	469.22475035237676	469.22475035237676	2.346648880556881	5.287311439358238	0.5568017215185559	0.03462575061103005	0.8306013165513586	0.9886878772903487	0.34	0.33	0.33	5.304630464998029E-4	5.256870874628735	0.640623365336688	0.361439156249798	0.2907525345350853	0.18305896109185357	0.1974364605050352	0.32875204386802626
7000000	-47981.23713902715	-48858.88463884078	877.6474998136284	-48858.88463884078	1.393287302364306	40.422256274235394	89	0	4	0	27	15	44	146	10	1	0.9356594276775569	1.0060801321287633	0.6204542290047848	0.0	0.009233158711758411	0.0	5.713426141620899E-5	0.0	0.10610713422461825	456.109547762775	456.109547762775	456.109547762775	2.21838451074638	4.41587619732948	0.5406591288373217	0.054887389954890335	0.4127605681116356	0.5707336280385024	0.34	0.33	0.33	6.626695295900843E-4	6.122804433595612	0.7589171683785018	1.9760327652045893	0.2954743031486827	0.18004012075769857	0.19190450276515147	0.33258107332846754
8000000	-47959.91390359549	-48864.92815518033	905.0142515848416	-48864.92815518033	1.388899446259268	41.87370363417836	81	0	1	0	30	15	52	141	7	1	0.8435519120676551	1.0110306570490293	0.33797187936381745	0.0	0.01929262226037323	0.0	7.219096697367307E-5	0.0	0.23322780200205379	336.93715905623475	336.93715905623475	336.93715905623475	0.6452480769043641	5.703681665602579	0.5470493949611446	0.03335741184760114	0.20166679782244332	3.8102948457010695	0.34	0.33	0.33	6.580306950558213E-4	5.240246346109693	0.7209809467020777	0.5035113702175682	0.29235172530775183	0.18553474146336216	0.19357552677090742	0.3285380064579792
9000000	-47834.93916967272	-48859.53403536579	1024.594865693071	-48859.53403536579	1.0546262351597193	33.407078021681436	90	0	2	0	36	8	50	142	8	1	0.9170043013818052	1.0095614381269142	0.6165787191386746	0.0	0.008004829031809244	0.0	2.52376009108676E-5	0.0	0.14537832848851232	594.2623048622569	594.2623048622569	594.2623048622569	2.6253201626457203	4.472398169002344	0.4777998174486901	0.009626869917483735	0.4833551482495852	0.8162996256045564	0.34	0.33	0.33	8.273480154840529E-4	5.276414459570087	0.7081734996585504	0.542179042883969	0.29403572542223694	0.17900860011542444	0.19459765859184458	0.3323580158704944
