Sample	posterior	likelihood	prior	treeLikelihood.sequences_anotated_aligned	treeHeight.t:sequences_anotated_aligned	treeLength.t:sequences_anotated_aligned	Tree.t:sequences_anotated_aligned.count_adult_to_old	Tree.t:sequences_anotated_aligned.count_adult_to_young	Tree.t:sequences_anotated_aligned.count_old_to_adult	Tree.t:sequences_anotated_aligned.count_old_to_young	Tree.t:sequences_anotated_aligned.count_young_to_adult	Tree.t:sequences_anotated_aligned.count_young_to_old	Tree.t:sequences_anotated_aligned.count_adult	Tree.t:sequences_anotated_aligned.count_old	Tree.t:sequences_anotated_aligned.count_young	rootTypeLogger.t:sequences_anotated_aligned	R0.t:sequences_anotated_aligned.1	R0.t:sequences_anotated_aligned.2	R0.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.1	samplingProportion.t:sequences_anotated_aligned.2	samplingProportion.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.4	samplingProportion.t:sequences_anotated_aligned.5	samplingProportion.t:sequences_anotated_aligned.6	becomeUninfectiousRate.t:sequences_anotated_aligned.1	becomeUninfectiousRate.t:sequences_anotated_aligned.2	becomeUninfectiousRate.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.1	rateMatrix.t:sequences_anotated_aligned.2	rateMatrix.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.4	rateMatrix.t:sequences_anotated_aligned.5	rateMatrix.t:sequences_anotated_aligned.6	geo-frequencies.t:sequences_anotated_aligned.1	geo-frequencies.t:sequences_anotated_aligned.2	geo-frequencies.t:sequences_anotated_aligned.3	clockRate.c:sequences_anotated_aligned	kappa.s:sequences_anotated_aligned	proportionInvariant.s:sequences_anotated_aligned	gammaShape.s:sequences_anotated_aligned	freqParameter.s:sequences_anotated_aligned.1	freqParameter.s:sequences_anotated_aligned.2	freqParameter.s:sequences_anotated_aligned.3	freqParameter.s:sequences_anotated_aligned.4
0	-73749.54780191332	-73007.74270844198	-741.8050934713449	-73007.74270844198	4.308518495014521	36.33867110191699	9	14	11	11	12	13	102	46	52	1	2.0	2.0	2.0	0.0	0.01	0.0	0.01	0.0	1.0	1.0	1.0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.34	0.33	0.33	0.0098	2.0	0.86	1.0	0.25	0.25	0.25	0.25
1000000	-48229.46332187555	-48853.50556954749	624.0422476719401	-48853.50556954749	1.5628921499117594	49.61449624642698	91	6	35	50	64	33	103	86	11	0	1.052784547499529	1.01392510624657	0.9033001160371636	0.0	0.006840733248520722	0.0	6.255334138971221E-4	0.0	0.011346251390042793	136.3097723763764	136.3097723763764	136.3097723763764	5.382583314337313	8.760779850802795	1.2488761003193396	0.6533684377429536	0.6877403337158385	9.654036435372632	0.34	0.33	0.33	5.501572447030286E-4	5.14021844597895	0.7069913127826231	1.2725274924727006	0.2909204614933872	0.18400171173912624	0.19251991829871312	0.33255790846877326
2000000	-48114.44704781628	-48856.073509152346	741.6264613360665	-48856.073509152346	1.3793100084062746	52.847356769224945	126	0	46	6	51	0	72	121	7	0	1.0429891936526743	1.0148583825374942	0.748556824399103	0.0	0.012462215733797974	0.0	2.9626319503444097E-4	0.0	0.049101893126495114	149.53740493274526	149.53740493274526	149.53740493274526	12.846354086156499	5.616053104977194	1.3296215118580212	0.00421867866351381	0.4989387919378558	3.467717475447995	0.34	0.33	0.33	5.0082497944213E-4	5.829763461340378	0.8180163098914152	1.5282660740569822	0.2991973599533621	0.17908335194459446	0.1947917650801408	0.32692752302190253
3000000	-48044.75353020182	-48840.679867619256	795.9263374174315	-48840.679867619256	1.44290831156012	51.355855732708385	100	0	13	0	32	11	47	144	9	1	0.931113017587444	1.0115422034881756	0.48332048641850484	0.0	0.0151547231981987	0.0	1.622160815157542E-4	0.0	0.09004213935597656	244.64966688084775	244.64966688084775	244.64966688084775	7.149205505731782	6.436461682163691	0.8899909631827673	0.047369962741361175	0.29996975370418816	0.013309400462222667	0.34	0.33	0.33	5.238694288298688E-4	5.392212254099848	0.6555942640097578	0.33778568978097573	0.29444521622648845	0.17909725012252808	0.19500506574027532	0.3314524679107081
4000000	-47938.39125241534	-48854.72281155175	916.3315591364054	-48854.72281155175	1.3098236476737737	41.76044934000997	97	0	7	0	41	6	53	142	5	1	0.9357851381591222	1.0088338115373117	0.4629242501275334	0.0	0.009555068244314319	0.0	1.169899926702127E-4	0.0	0.07876886515407198	380.0452608367816	380.0452608367816	380.0452608367816	4.4753991607504675	7.186025959575895	0.9307861267328481	0.050115820349031406	0.16562431627312252	0.7693288559600996	0.34	0.33	0.33	6.861098942631249E-4	5.272882777960898	0.7688210565371432	1.946145239711833	0.29110848674441836	0.18183940311367075	0.19256298971089117	0.3344891204310196
5000000	-48000.17248826978	-48864.72905026953	864.5565619997487	-48864.72905026953	1.041784920925145	38.30197661178089	90	0	6	0	33	11	51	141	8	1	0.9603180820894768	1.0116255599708106	0.38296708739177204	0.0	0.009746264701170189	0.0	1.332565817615696E-4	0.0	0.17691314863778546	309.75318374217227	309.75318374217227	309.75318374217227	2.5795461410492213	5.357847682330541	0.7494110533174408	0.052748874581405245	2.5332430833508774	0.5871305193788378	0.34	0.33	0.33	7.369945671557359E-4	5.4053542814316495	0.7988310682235322	2.662691875174617	0.29084556527142236	0.18303705641946938	0.1925842141195948	0.3335331641895134
6000000	-47866.43749285762	-48854.167297371714	987.729804514095	-48854.167297371714	0.9159118535401192	34.912224916844465	98	0	9	0	38	8	51	143	6	1	0.9565471023996278	1.0079140834621092	0.3479364675591014	0.0	0.006872843733514108	0.0	4.077440156973891E-5	0.0	0.25221785533536245	551.7001291076367	551.7001291076367	551.7001291076367	7.428887873082675	5.311906586697632	0.530957266737909	0.010075589918940822	0.509495709324985	1.1466968745164865	0.34	0.33	0.33	7.809271026299259E-4	5.2262678691274775	0.5852520489998094	0.32178658742325916	0.29382621796930863	0.1805755965093565	0.19308968518695638	0.33250850033437845
7000000	-47759.67576133906	-48852.18317048229	1092.507409143232	-48852.18317048229	0.9682198700374783	34.90685028465422	104	0	7	0	44	1	49	144	7	1	0.9174325028436902	1.0029465657898013	0.5003593336533528	0.0	0.0037564183607130745	0.0	1.5947659190106463E-5	0.0	0.15304522460816283	845.376319600226	845.376319600226	845.376319600226	5.6040499890214415	4.454714725291272	0.9295339874318262	0.0029071931994054173	0.02551013154413235	1.4866281687799603	0.34	0.33	0.33	7.681262131984314E-4	4.637968998154135	0.7288929329180542	0.6878055776886817	0.29532115749885707	0.17828933080235326	0.19736279673070933	0.3290267149680802
8000000	-47827.69768600639	-48860.42752550613	1032.729839499743	-48860.42752550613	1.093842305225709	32.371352656709696	101	0	7	0	41	3	49	143	8	1	0.9133638021400405	1.008825228855409	0.33488095352535446	0.0	0.0072094695489229085	0.0	5.406863400824858E-5	0.0	0.3093454486949369	520.8931739692179	520.8931739692179	520.8931739692179	6.270534884813299	2.9093952824480964	1.1024880837898676	0.0040087430424724	0.4448578552062803	0.3272481008038195	0.34	0.33	0.33	8.507072450698142E-4	5.092384375514657	0.7466175063636554	0.9749743988789451	0.29439437754174	0.18361308110887392	0.19187683397737745	0.3301157073720084
9000000	-47879.18063981699	-48875.39682940403	996.2161895870414	-48875.39682940403	0.8023372376528808	32.969524639913026	97	0	0	0	38	4	43	147	10	1	0.8290384173157634	1.012380850538304	0.6514153680890558	0.0	0.0161739638370192	0.0	1.0049340588131916E-4	0.0	0.11571839691805284	358.52212952124603	358.52212952124603	358.52212952124603	0.07606990108099139	9.334602123314443	1.0677219930725745	0.0136863909532556	0.9590841148606041	2.337548004878259	0.34	0.33	0.33	7.695046697351229E-4	5.294879282941262	0.7328481457851245	0.6221286463864469	0.2945785360447315	0.17743633323010258	0.1966182419810866	0.3313668887440791
