Sample	posterior	likelihood	prior	treeLikelihood.sequences_anotated_aligned	treeHeight.t:sequences_anotated_aligned	treeLength.t:sequences_anotated_aligned	Tree.t:sequences_anotated_aligned.count_adult_to_old	Tree.t:sequences_anotated_aligned.count_adult_to_young	Tree.t:sequences_anotated_aligned.count_old_to_adult	Tree.t:sequences_anotated_aligned.count_old_to_young	Tree.t:sequences_anotated_aligned.count_young_to_adult	Tree.t:sequences_anotated_aligned.count_young_to_old	Tree.t:sequences_anotated_aligned.count_adult	Tree.t:sequences_anotated_aligned.count_old	Tree.t:sequences_anotated_aligned.count_young	rootTypeLogger.t:sequences_anotated_aligned	R0.t:sequences_anotated_aligned.1	R0.t:sequences_anotated_aligned.2	R0.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.1	samplingProportion.t:sequences_anotated_aligned.2	samplingProportion.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.4	samplingProportion.t:sequences_anotated_aligned.5	samplingProportion.t:sequences_anotated_aligned.6	becomeUninfectiousRate.t:sequences_anotated_aligned.1	becomeUninfectiousRate.t:sequences_anotated_aligned.2	becomeUninfectiousRate.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.1	rateMatrix.t:sequences_anotated_aligned.2	rateMatrix.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.4	rateMatrix.t:sequences_anotated_aligned.5	rateMatrix.t:sequences_anotated_aligned.6	geo-frequencies.t:sequences_anotated_aligned.1	geo-frequencies.t:sequences_anotated_aligned.2	geo-frequencies.t:sequences_anotated_aligned.3	clockRate.c:sequences_anotated_aligned	kappa.s:sequences_anotated_aligned	proportionInvariant.s:sequences_anotated_aligned	gammaShape.s:sequences_anotated_aligned	freqParameter.s:sequences_anotated_aligned.1	freqParameter.s:sequences_anotated_aligned.2	freqParameter.s:sequences_anotated_aligned.3	freqParameter.s:sequences_anotated_aligned.4
0	-75843.82529898851	-75010.79966005305	-833.0256389354611	-75010.79966005305	11.377208501712072	49.32305743993237	21	18	20	16	11	17	93	49	58	0	2.0	2.0	2.0	0.0	0.01	0.0	0.01	0.0	1.0	1.0	1.0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.34	0.33	0.33	0.0098	2.0	0.86	1.0	0.25	0.25	0.25	0.25
1000000	-48459.398169833825	-48861.99306813072	402.59489829690204	-48861.99306813072	4.495204145926195	173.09812464567682	44	60	19	108	4	171	20	135	45	0	0.792189280714352	1.0045552083155835	1.0415165672552222	0.0	0.025785077502609968	0.0	6.958753685243655E-5	0.0	0.0014784462983486054	163.82833310164673	163.82833310164673	163.82833310164673	9.765745940805482	1.546505407559605	0.13597549296108033	0.5052401314442725	3.86222574497706	10.383479514648519	0.34	0.33	0.33	1.5594907980470582E-4	4.699261110226045	0.715998486283965	1.0386242444010838	0.2899146274633107	0.182695314577571	0.1909814901366401	0.3364085678224785
2000000	-48419.73740510448	-48858.022356700654	438.28495159617023	-48858.022356700654	3.752101550030167	146.7339663127704	38	63	12	97	0	152	13	127	60	1	0.6159711806456915	1.0062134019091622	1.019278556020814	0.0	0.06319765910140086	0.0	2.6765665171346007E-4	0.0	0.0026474574806507564	129.41909027100638	129.41909027100638	129.41909027100638	6.632030530582024	0.6919797164978742	0.16261506850137125	0.7550120157249319	2.9836499297205745	6.100634294513312	0.34	0.33	0.33	1.830454474749385E-4	5.016739465284564	0.7036952223166879	0.6494546933614073	0.29156757000294486	0.18092957456252212	0.1935304765031009	0.3339723789314323
3000000	-48486.737634502075	-48854.462638739795	367.72500423772203	-48854.462638739795	4.535530178719241	168.45218896149845	57	38	11	132	1	149	19	110	71	2	0.6579122900574972	1.0006035410749092	1.0615230162878455	0.0	0.08255030447336796	0.0	1.9881269645814447E-4	0.0	0.002453497892085393	128.86705377695068	128.86705377695068	128.86705377695068	8.712848858969268	0.5625751398435817	0.16338197428159332	0.5456896915715646	1.6620354316789947	10.539694079342372	0.34	0.33	0.33	1.723633815049856E-4	6.011593547996089	0.6545747636822344	0.8795207590874763	0.2955781748253551	0.17956970972085454	0.193874083655946	0.33097803179784463
4000000	-48445.86071341822	-48872.56723819997	426.70652478175526	-48872.56723819997	3.939604438269642	151.8660788322706	48	38	5	132	0	169	21	126	53	1	0.7932255688676882	1.005802606319916	1.0150598199606935	0.0	0.03826149787104353	0.0	1.358036998343562E-4	0.0	0.001635044195301773	157.82368528859908	157.82368528859908	157.82368528859908	1.6840347456965188	0.1903205051826401	0.17991723366970608	1.0110028827726971	1.6046376853640087	7.872879451383103	0.34	0.33	0.33	1.7866589763259545E-4	6.179578993595081	0.7418654975420456	1.0325767352971287	0.2909392957432285	0.18329032130880143	0.19489955273770476	0.33087083021026537
5000000	-48482.07900579075	-48855.01036030376	372.93135451300765	-48855.01036030376	3.8943539641115703	135.67883807613407	54	47	10	91	8	91	19	91	90	2	0.8517165904927788	1.0048834760949625	1.1075089437334147	0.0	0.04812202317929526	0.0	3.947458064178424E-4	0.0	0.007627055840120127	96.53433332519072	96.53433332519072	96.53433332519072	5.610273734229825	1.669650245617157	0.16245893293010383	0.26910322589388647	4.553371450664059	9.562784008034019	0.34	0.33	0.33	1.9748974321514052E-4	4.965765657153276	0.68827487639189	1.0218475862363436	0.2934638626457768	0.18038926311343004	0.19282990606809083	0.33331696817270223
6000000	-48374.731964514474	-48849.97327897424	475.2413144597664	-48849.97327897424	4.21933916647926	129.71213695400795	40	56	5	53	2	92	13	121	66	2	0.5868809797588909	1.0098238673347968	1.0801424193137847	0.0	0.04238308817770499	0.0	2.547975527438331E-4	0.0	0.005959107706235696	129.33486762325427	129.33486762325427	129.33486762325427	3.007452209016116	0.8797153629022694	0.2609455098714439	0.3815036086722334	7.643038321642446	7.678120692760068	0.34	0.33	0.33	2.134629367749345E-4	5.405121494069106	0.46393495879136465	0.22231283004758504	0.2964078742149583	0.17931222176340197	0.18960000279553768	0.3346799012261017
7000000	-48393.56707252392	-48867.13953579694	473.57246327301795	-48867.13953579694	3.6520314812117687	110.65080644815869	39	43	0	40	1	91	21	136	43	1	0.8339367040844345	1.0069647250091063	1.006344547791028	0.0	0.01436895660470624	0.0	7.207947995746394E-5	0.0	8.762792612433082E-4	241.8872556552184	241.8872556552184	241.8872556552184	0.6845190406836459	0.19059330066358257	0.2636348272707594	0.5883043140508722	3.6073142289917373	5.3832573972071245	0.34	0.33	0.33	2.3967728784775438E-4	4.978059096665403	0.685517468524683	0.6246872775802729	0.297895517318238	0.1794428867767519	0.1914994038150214	0.33116219208998876
8000000	-48176.706821600616	-48860.29037327712	683.583551676505	-48860.29037327712	2.5902149043963876	103.66992613915257	35	53	0	8	1	71	15	144	41	1	0.4053575389667517	1.0095200852866357	0.9692650905143895	0.0	0.2060534427649947	0.0	7.388278115418468E-5	0.0	0.005118575402663705	211.40014915907662	211.40014915907662	211.40014915907662	0.1280155513586112	0.7583120785634502	0.04159264941140507	0.2946530617541595	3.7361210510963887	3.61015465607958	0.34	0.33	0.33	2.6157366498087323E-4	5.033694266668547	0.6828003516652277	0.502319569994055	0.29567503354346303	0.1822712094114883	0.19080655393632634	0.33124720310872247
9000000	-47993.69468796679	-48859.18213437562	865.4874464088313	-48859.18213437562	2.467757086073729	81.213190859074	27	62	0	2	0	71	13	142	45	1	0.502667347136015	1.0053205442429687	0.9929803757668069	0.0	0.09279704849563182	0.0	1.6257478332954047E-5	0.0	0.0026925609005830796	451.21346284417604	451.21346284417604	451.21346284417604	0.003170743739708008	0.5892048036814862	0.035492946431774884	0.19505273622433253	10.945552519916076	2.358658204495777	0.34	0.33	0.33	3.3372153875543733E-4	5.56166378549104	0.5415936512138629	0.2380721729271265	0.2939493938445598	0.18110783695724397	0.19296976441506522	0.3319730047831312
