Sample	posterior	likelihood	prior	treeLikelihood.sequences_anotated_aligned	treeHeight.t:sequences_anotated_aligned	treeLength.t:sequences_anotated_aligned	Tree.t:sequences_anotated_aligned.count_adult_to_old	Tree.t:sequences_anotated_aligned.count_adult_to_young	Tree.t:sequences_anotated_aligned.count_old_to_adult	Tree.t:sequences_anotated_aligned.count_old_to_young	Tree.t:sequences_anotated_aligned.count_young_to_adult	Tree.t:sequences_anotated_aligned.count_young_to_old	Tree.t:sequences_anotated_aligned.count_adult	Tree.t:sequences_anotated_aligned.count_old	Tree.t:sequences_anotated_aligned.count_young	rootTypeLogger.t:sequences_anotated_aligned	R0.t:sequences_anotated_aligned.1	R0.t:sequences_anotated_aligned.2	R0.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.1	samplingProportion.t:sequences_anotated_aligned.2	samplingProportion.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.4	samplingProportion.t:sequences_anotated_aligned.5	samplingProportion.t:sequences_anotated_aligned.6	becomeUninfectiousRate.t:sequences_anotated_aligned.1	becomeUninfectiousRate.t:sequences_anotated_aligned.2	becomeUninfectiousRate.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.1	rateMatrix.t:sequences_anotated_aligned.2	rateMatrix.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.4	rateMatrix.t:sequences_anotated_aligned.5	rateMatrix.t:sequences_anotated_aligned.6	geo-frequencies.t:sequences_anotated_aligned.1	geo-frequencies.t:sequences_anotated_aligned.2	geo-frequencies.t:sequences_anotated_aligned.3	clockRate.c:sequences_anotated_aligned	kappa.s:sequences_anotated_aligned	proportionInvariant.s:sequences_anotated_aligned	gammaShape.s:sequences_anotated_aligned	freqParameter.s:sequences_anotated_aligned.1	freqParameter.s:sequences_anotated_aligned.2	freqParameter.s:sequences_anotated_aligned.3	freqParameter.s:sequences_anotated_aligned.4
0	-74452.46179266967	-73676.34365534532	-776.1181373243483	-73676.34365534532	10.138664983774817	47.931453086876445	12	15	15	10	14	13	104	47	49	2	2.0	2.0	2.0	0.0	0.01	0.0	0.01	0.0	1.0	1.0	1.0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.34	0.33	0.33	0.0098	2.0	0.86	1.0	0.25	0.25	0.25	0.25
1000000	-48587.18556183507	-48867.844866624946	280.65930478987644	-48867.844866624946	3.6625762165383855	136.70698603256886	96	140	53	112	118	79	37	57	106	2	0.9667517129512024	1.001434589959991	1.0462594266160528	0.0	0.005019396735805426	0.0	4.529855656459371E-4	0.0	0.0017607530851803737	98.47533179018428	98.47533179018428	98.47533179018428	3.824512854181232	4.5034752856881735	0.87561715269879	0.5153489614747598	4.10198671022635	4.508116480860771	0.34	0.33	0.33	1.9486338938010835E-4	4.852899065866124	0.5827609391540169	0.35084943183742073	0.2951989333913364	0.18002940955059513	0.19577886825399468	0.3289927888040738
2000000	-48658.62966351268	-48883.665085634675	225.0354221219991	-48883.665085634675	3.734807266717234	137.4853828602552	79	108	24	90	78	14	17	26	157	2	0.8917669745727957	0.994357469056648	1.0905758881299734	0.0	0.00987747244785669	0.0	9.619381960667175E-4	0.0	0.001935747364749246	83.93501293210485	83.93501293210485	83.93501293210485	2.0227738832792412	2.5500421532164843	1.0652792202322956	0.08709904655842218	4.0465503040690844	4.2634615535377245	0.34	0.33	0.33	1.9567360728896987E-4	5.26084991616658	0.4704267192640288	0.32309268360144544	0.2951385713234954	0.1797992650190505	0.19483056976353938	0.3302315938939142
3000000	-48610.25894626623	-48868.82569683458	258.56675056835434	-48868.82569683458	4.214057456869908	152.25188862498084	98	101	27	106	87	21	17	33	150	2	0.9061573116694336	1.0002416196226092	1.1333975403980852	0.0	0.005077528422687707	0.0	2.513807717840979E-4	0.0	0.0025791001455319623	95.83446945400006	95.83446945400006	95.83446945400006	2.0969877327403337	1.7515560706198154	0.7811105044091478	0.03960921585786937	6.436150891237563	8.00713973322464	0.34	0.33	0.33	1.781272933503923E-4	4.752279208885296	0.452088933063559	0.1303843388948246	0.29264451001267777	0.17714549075935682	0.19402910405723814	0.3361808951707271
4000000	-48594.54328700809	-48863.852997925685	269.3097109175943	-48863.852997925685	3.4840149839056083	131.06625981709382	45	71	15	84	14	36	15	29	156	2	0.8597370516425767	0.9991491373591863	1.1284764466304433	0.0	0.010914992402736258	0.0	2.445383694300754E-4	0.0	0.001175469572300831	97.89697540662443	97.89697540662443	97.89697540662443	3.7756329811842244	0.9486196174525835	0.33206078732771793	0.06732303643189105	3.8530343355542325	8.703075728274982	0.34	0.33	0.33	2.1026251856295607E-4	5.597625058021418	0.7658917881676799	1.302983565436617	0.29655622309064267	0.17859447174972604	0.1916427869731125	0.33320651818651864
5000000	-48518.31502421818	-48868.63054713135	350.3155229131755	-48868.63054713135	3.174830400104126	128.32412725229273	38	52	0	102	8	66	20	49	131	2	0.5927080057114635	0.9981761347675401	1.1688379500317847	0.0	0.08447220461959913	0.0	3.274716387774391E-4	0.0	0.005189182171845264	77.17547251237335	77.17547251237335	77.17547251237335	0.5490353283821394	0.916190020632934	0.1311389022984316	0.1948518089009922	2.370922432457212	12.025575989497975	0.34	0.33	0.33	1.9764872726489582E-4	4.741682819423545	0.7307948221763336	1.8175429628818642	0.2957759812108843	0.17747122768235238	0.19268900544112527	0.33406378566563777
6000000	-48435.11309890625	-48858.018294577814	422.9051956715634	-48858.018294577814	2.862514153223587	119.90759715532676	32	51	0	104	0	66	19	40	141	1	0.6036586842617541	0.9963217659785106	1.0842774713157908	0.0	0.1737819954747598	0.0	3.0455606162354355E-4	0.0	0.0016667719943787287	116.43390228389306	116.43390228389306	116.43390228389306	0.8787825680392922	0.2236026340120902	0.08518460961199345	0.20021577243165492	1.031814533544045	9.005791479346573	0.34	0.33	0.33	2.2061215387441266E-4	4.7083492920643755	0.723089047767504	0.609406141932936	0.29406932497022575	0.1838549850532482	0.19346272934380215	0.3286129606327238
7000000	-48364.69424659899	-48852.36071000876	487.6664634097684	-48852.36071000876	3.767318787956913	120.2891706024654	47	41	0	104	0	80	14	70	116	2	0.4621567499275686	1.00044135659495	1.0978116032576948	0.0	0.11964726982271329	0.0	1.4391093729878258E-4	0.0	0.0024623457460029932	135.06063618787957	135.06063618787957	135.06063618787957	0.6025490696020666	0.21722663652312413	0.10847374055877239	0.1732684071252846	1.3166961773589507	12.711229007433575	0.34	0.33	0.33	2.1951176323334627E-4	4.978116971933236	0.6290016094315216	0.47458711089788946	0.29444034425812493	0.18254708164710962	0.19088950133155996	0.33212307276320585
8000000	-48369.75782020573	-48853.79413510717	484.03631490144664	-48853.79413510717	3.820938484116095	116.90439869293529	50	34	0	135	0	100	18	62	120	2	0.48950213090770633	0.997736101423875	1.0801361370781837	0.0	0.08521648906901023	0.0	2.047908067033959E-4	0.0	0.002085577950100464	144.42132894620005	144.42132894620005	144.42132894620005	0.34519011139924016	0.15179921315289005	0.27468434233013844	0.348022844476871	1.358256798629493	11.889574621150055	0.34	0.33	0.33	2.4333562759710535E-4	5.672528672165246	0.7785914290407747	2.941159097383346	0.29066358489350463	0.18400300805932376	0.1913507015760558	0.33398270547111586
9000000	-48342.318654782575	-48868.40571149319	526.0870567106153	-48868.40571149319	3.5692334111438493	102.60512087216189	44	39	0	140	0	97	19	48	133	2	0.5648223791147049	1.000936375207417	1.086857800874023	0.0	0.06901396631334925	0.0	2.1849252234716661E-4	0.0	0.0016298987704608384	137.03276428466484	137.03276428466484	137.03276428466484	0.2580029659694645	0.17987580417952465	0.2525407627923306	0.3901429517707845	1.497558304848096	11.56178250686733	0.34	0.33	0.33	2.4315372849698582E-4	4.91522423484219	0.7120218276135982	0.5039282266139842	0.2954658819050265	0.18281913254678445	0.19111901702369213	0.3305959685244968
