Sample	posterior	likelihood	prior	treeLikelihood.sequences_anotated_aligned	treeHeight.t:sequences_anotated_aligned	treeLength.t:sequences_anotated_aligned	Tree.t:sequences_anotated_aligned.count_adult_to_old	Tree.t:sequences_anotated_aligned.count_adult_to_young	Tree.t:sequences_anotated_aligned.count_old_to_adult	Tree.t:sequences_anotated_aligned.count_old_to_young	Tree.t:sequences_anotated_aligned.count_young_to_adult	Tree.t:sequences_anotated_aligned.count_young_to_old	Tree.t:sequences_anotated_aligned.count_adult	Tree.t:sequences_anotated_aligned.count_old	Tree.t:sequences_anotated_aligned.count_young	rootTypeLogger.t:sequences_anotated_aligned	R0.t:sequences_anotated_aligned.1	R0.t:sequences_anotated_aligned.2	R0.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.1	samplingProportion.t:sequences_anotated_aligned.2	samplingProportion.t:sequences_anotated_aligned.3	samplingProportion.t:sequences_anotated_aligned.4	samplingProportion.t:sequences_anotated_aligned.5	samplingProportion.t:sequences_anotated_aligned.6	becomeUninfectiousRate.t:sequences_anotated_aligned.1	becomeUninfectiousRate.t:sequences_anotated_aligned.2	becomeUninfectiousRate.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.1	rateMatrix.t:sequences_anotated_aligned.2	rateMatrix.t:sequences_anotated_aligned.3	rateMatrix.t:sequences_anotated_aligned.4	rateMatrix.t:sequences_anotated_aligned.5	rateMatrix.t:sequences_anotated_aligned.6	geo-frequencies.t:sequences_anotated_aligned.1	geo-frequencies.t:sequences_anotated_aligned.2	geo-frequencies.t:sequences_anotated_aligned.3	clockRate.c:sequences_anotated_aligned	kappa.s:sequences_anotated_aligned	proportionInvariant.s:sequences_anotated_aligned	gammaShape.s:sequences_anotated_aligned	freqParameter.s:sequences_anotated_aligned.1	freqParameter.s:sequences_anotated_aligned.2	freqParameter.s:sequences_anotated_aligned.3	freqParameter.s:sequences_anotated_aligned.4
0	-75576.38713185891	-74737.72848277798	-838.6586490809311	-74737.72848277798	12.800073176100854	52.09139825383731	12	24	14	17	15	22	95	50	55	2	2.0	2.0	2.0	0.0	0.01	0.0	0.01	0.0	1.0	1.0	1.0	1.0	0.1	0.1	0.1	0.1	0.1	0.1	0.34	0.33	0.33	0.0098	2.0	0.86	1.0	0.25	0.25	0.25	0.25
1000000	-48332.9637569408	-48861.743065422284	528.7793084814828	-48861.743065422284	2.188049935670889	88.74507055670591	47	42	1	91	2	41	16	43	141	2	0.6751231113087951	1.0037305183962575	1.0955251934466284	0.0	0.05181756225672592	0.0	1.900869428352473E-4	0.0	0.0018685494510694539	135.57131114231848	135.57131114231848	135.57131114231848	0.4024089588670673	0.6937923711688777	0.21460803731684377	0.16460796589157003	1.8512676331812563	9.932760043882096	0.34	0.33	0.33	3.026282945099041E-4	5.41208287430003	0.8068613734179763	3.383882622720737	0.2954285364262608	0.18241951097133438	0.19171041253669519	0.3304415400657098
2000000	-48287.425885830984	-48860.848694243075	573.4228084120882	-48860.848694243075	3.0573113746089344	86.36374746732668	48	32	0	101	0	48	22	42	136	2	0.786513270428637	0.9994345755897975	1.0270543831824526	0.0	0.021133243449116757	0.0	5.1888743500019054E-5	0.0	2.643479108583611E-4	322.7053114040662	322.7053114040662	322.7053114040662	0.13952552879191843	0.20796829805592162	0.18025798274924906	0.26617210294108207	0.6670924783945339	7.8676157060510885	0.34	0.33	0.33	3.183417138259279E-4	5.284083360053338	0.30176498720196043	0.0804380645848891	0.30015904120214254	0.1774538978885365	0.19184533137296197	0.3305417295363592
3000000	-48165.68012933081	-48847.641411419936	681.9612820891302	-48847.641411419936	2.760056378050637	79.5592447128366	52	35	0	119	2	68	17	48	135	2	0.3294122541459758	0.9991430226653983	1.115889897150989	0.0	0.3454100822266028	0.0	2.45038606092794E-4	0.0	0.0028508193501347923	137.40033653302717	137.40033653302717	137.40033653302717	1.222485850031362	0.9277769939925506	0.10089599907988517	0.3492784953624352	0.6132286958751354	16.86579416087708	0.34	0.33	0.33	3.41810176761948E-4	5.240570334363343	0.7854968794051642	2.5870298551734927	0.29757477997874304	0.17878175383466352	0.1931924860060801	0.3304509801805133
4000000	-48179.35831218894	-48841.716354160846	662.358041971907	-48841.716354160846	1.988442606943318	73.99403326738232	56	29	0	78	0	71	17	96	87	2	0.43979673322273954	1.0031509548581965	1.0404733933804322	0.0	0.09476588462577447	0.0	1.377969195956757E-4	0.0	0.0025280061878966793	218.21955261911557	218.21955261911557	218.21955261911557	0.8872140491904992	0.6220192514498184	0.2963287171565241	0.5549952861939382	1.3875385201155694	11.919219914892363	0.34	0.33	0.33	3.544452732491036E-4	5.051290933168823	0.6741861164775875	0.5733777654550004	0.29718379192418176	0.17973651448750913	0.19186338512393722	0.33121630846437206
5000000	-48237.79029877811	-48868.71208851167	630.9217897335558	-48868.71208851167	2.4756658424531572	80.33168333463253	57	28	0	83	2	53	19	74	107	2	0.3792898385501046	1.0020541496675852	1.057315632776024	0.0	0.10716599308101246	0.0	1.3679858020139915E-4	0.0	0.0013952907711893441	205.54622821135845	205.54622821135845	205.54622821135845	0.6437781925990781	1.826612393575018	0.21824431271025704	0.2815456300656532	1.1335170817996103	11.716858784464025	0.34	0.33	0.33	3.378959437452943E-4	5.448437450938083	0.6165498243350295	0.5565962869341281	0.2958520097153239	0.17745354863439797	0.1932223278289897	0.3334721138212888
6000000	-48282.29082271022	-48870.676810154124	588.3859874438987	-48870.676810154124	1.9838508262907306	81.86613440750727	55	19	1	117	0	62	29	46	125	2	0.7663912374400715	0.9978386337847962	1.058880664785145	0.0	0.11239114673917877	0.0	1.9737309233871646E-4	0.0	9.497206798722829E-4	171.26760429369082	171.26760429369082	171.26760429369082	1.7114025938558968	0.1290712145371975	0.1260608037415874	0.4341987664761068	0.22797375056470134	10.34552487190272	0.34	0.33	0.33	3.3021420355358914E-4	5.009222315504624	0.7682709515231205	1.2654748754697909	0.2937073965345486	0.184497437686262	0.19366550611299824	0.3281296596661916
7000000	-48267.816419376846	-48869.02369529572	601.2072759188775	-48869.02369529572	2.0797035617949984	76.20472119454942	45	36	0	85	1	41	22	48	130	2	0.6327661432853922	1.005333116719878	1.087934430889432	0.0	0.14593801292467562	0.0	1.9672988732267883E-4	0.0	0.001589673394315604	140.51154895241183	140.51154895241183	140.51154895241183	0.8873253162324555	2.2599550516913136	0.08365396105619785	0.2223780604843723	0.4844341031950391	12.26902856307373	0.34	0.33	0.33	3.5711530333869696E-4	5.894939593589824	0.44717558697814935	0.31512809357288724	0.29321946566443796	0.18029339892426563	0.19348182238235587	0.3330053130289411
8000000	-48334.222398974394	-48866.404304459786	532.1819054853921	-48866.404304459786	2.2217442632036932	78.72962703788679	46	50	4	109	6	51	16	31	153	2	0.6631018882916536	0.9939759240464555	1.1331117215325845	0.0	0.03720024184510424	0.0	3.865379444670148E-4	0.0	0.002295863408908659	119.13517815653755	119.13517815653755	119.13517815653755	3.9500452163430566	0.8241059144318557	0.40374236580288053	0.2907924322734662	2.276782458922291	13.327829881455665	0.34	0.33	0.33	3.646926094542361E-4	5.031698884724435	0.5935799298650489	0.4305182618873922	0.29888753420817976	0.17953080003204133	0.18900776488599327	0.33257390087378635
9000000	-48266.763823037356	-48864.03146403797	597.2676410006184	-48864.03146403797	2.152555581145535	70.96849764369017	40	46	0	95	4	31	20	23	157	2	0.7900770277387817	0.9994425215360978	1.0709797461307393	0.0	0.028476870713102707	0.0	9.213904139895686E-5	0.0	4.961224282843617E-4	213.06765062977883	213.06765062977883	213.06765062977883	1.0722920379950347	2.662670964236975	0.14912834851141296	0.22720098925476673	0.9816093420344769	13.198364899695106	0.34	0.33	0.33	3.6367441439731125E-4	5.225269533588955	0.4588071570069099	0.30584530922248476	0.29945470695187754	0.17941041648578476	0.19023120962242476	0.3309036669399137
